(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
b8e1af60-c896-ee11-be37-000d3a889d88;x8K2zPYgEdZO/1hjBVJTQ/XYfozbkp8W9M0TFLLc9sWY3Lmm1bmSDfPzSXIzzaIDivHtHovh6KF79unxbzz2bA==;01/11/2025 08:17;701;Maple Bear Santos - Campo Grande;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;49756061000172;Rua Amazonas;Campo Grande;11075420;Santos;SP;Sudeste;1333856008;geiry.amaral@maplebear.com.br;ALTSTUT E TALEX MB EDUCACAO LTDA;MAPLE BEAR SANTOS;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Desenvolvimento;;2470,52;
1612245d-ca96-ee11-be37-000d3a889d88;x4ycTN9Nx8j84YlL6UX6hzbIkhH7Y4CEAIkYdJ8mmDuYsVixgElePfIHKKn+fHOiOm0RadPxptmf7GHArzvJZQ==;01/11/2025 08:17;282;Maple Bear Rio De Janeiro - Botafogo II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;26480901000200;Rua Bambina;Botafogo;22251050;Rio De Janeiro;RJ;Sudeste;2131950168;botafogo@maplebear.com.br;ESCOLA CANADENSE DE BOTAFOGO LTDA;MAPLE BEAR BOTAFOGO;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;;4138,39;
f1b77eff-d296-ee11-be37-000d3a889d88;jJw8mHsZT31+tM0CUjOqWAk3T/0dLoVDlOgIhRJFgsLA7c1FqDhdwQSbzhaGr3b8XC4BqBdPlVtCfeCUwxKy4w==;03/11/2025 19:30;27;Maple Bear Belo Horizonte - Gutierrez I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;09211234000403;Rua Cônego Rocha Franco;Gutierrez;30441045;Belo Horizonte;MG;Sudeste;3132751111;belohorizonte@maplebear.com.br;NEED-NORTEAR EMPREENDIMENTOS EDUCACIONAIS LTDA;MG BELO HORIZONTE - GUTIERREZ I;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;;2988,42;
70b6be0a-d496-ee11-be37-000d3a889d88;8HUYNlm1Fp+czulqcwwDHNRfODagtURvgbakvhbS3udswOnxPWJENsvV6ujt8N4DnmXqpB6fhZMRpc4jsSY/XQ==;01/11/2025 08:17;46;Maple Bear Recife - Aflitos I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;12588034000390;Avenida Conselheiro Rosa E Silva;Espinheiro;52020220;Recife;PE;Nordeste;8134278800;recife@maplebear.com.br;ASSOCIACAO BRASIL-AMERICA PARA EDUCACAO E INTERCAMBIO CULTURAL;ESCOLA INTERNACIONAL ABA;Ativa;Concluído;🔴;Year 9;Avanço Year 10;Alerta;;2737,86;
0a15f169-c696-ee11-be37-000d3a88f98e;ILjNVwPkp1+b5tWUh2voaT073zMEmFse58mg4Jz5yLCWwhK5TTXSjOwTnJGuHNiwH9CtrMr3RFsGtPLOARmvVw==;01/11/2025 08:17;62;Maple Bear Rio De Janeiro - Recreio Dos Bandeirantes;Joao Felipe Gutierrez de Freitas;Operando;Franquia;26959557000148;Rua Doutor Crespo;Recreio Dos Bandeirantes;22790670;Rio De Janeiro;RJ;Sudeste;2122405411;;ESCOLA CANADENSE DO RECREIO LTDA;MAPLE BEAR CANADIAN SCHOLL;Ativa;Agendado;🔴;;Não avança;Potente;;;
d81f8c25-6997-ee11-be37-000d3a88f98e;zHe4w34e3GoIzXzT2fyiMN9BXIYSD9Ivxj38qBO86bqXQnH1J3zKmhtXX5etR1ULsgRS1cuhD0avbZRCRD5pCA==;23/09/2025 23:32;751;Maple Bear Contagem - Três Barras II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;33908214000209;Rua Zaqueu;Três Barras;32041180;Contagem;MG;Sudeste;3196811207;DANIELLE@ACCOUNTASSESSORIA.COM.BR;FARJ EDUCACAO LTDA;MAPLE BEAR CONTAGEM;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;;2636,64;
5515e382-8cf3-ee11-a1fd-000d3a88fd4c;5bTmzrVeQc3hvumux7mk/dy+2A2Bhgio3EOSsMvaqhoR8EeoNU4LWWzqhQXCD1BEZruBMAcCmZt43rOWaRiCaw==;24/08/2025 16:16;669;Maple Bear Brasília - Asa Norte;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Escola Própria;47259678000238;SGAN 916;Asa Norte;70790160;Brasília;DF;Centro-Oeste;1639603944;raquel.nazario@asanorte.maplebear.com.br;ESCOLA MAPLE BEAR BRASILIA LTDA;ESCOLA MAPLE BEAR BRASILIA UNIDADE I;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;;2731,81;
2f110ca9-8ff3-ee11-a1fd-000d3a88fd4c;p8D9lI/zLJwGN/2IKbxBZN0M2oU3Q8wi6u945CHBPYkFYU56ymFv863VrDM+GRUBZuvJFYqn4hFa06UnLco7rQ==;01/11/2025 08:17;769;Maple Bear Cabo Frio - Palmeiras;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;52366636000155;Rua Paulo Burle;Palmeiras;28911280;Cabo Frio;RJ;Sudeste;2196412644;BIANCARDIR@GMAIL.COM;ESCOLA BILINGUE DE CABO FRIO PROFESSOR BIANCARDI LTDA;MAPLE BEAR;Ativa;Concluído;🔴;SK;Avanço Year 01;Implantação;;;
3238fcff-28f8-ee11-a1fe-000d3a88fd4c;/KQIw29QGyxONyob8LqaOLWt77Hp4ay5B52wKFG1DSXMtepNMmbrrd62WPASflg5qu4IZQsHMmeK81JUXcKkNQ==;10/07/2025 19:35;286;Maple Bear São Paulo - Jardins II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;31870109000103;Rua Coronel Paulino Carlos;Paraíso;04006040;São Paulo;SP;Sudeste;1198162255;guilherme@maplebearjardins.com.br;Operação Maple Bear São Paulo - Jardins II;SP SÃO PAULO - JARDINS II;Baixada;Agendado;🔴;;Não avança;Desenvolvimento;;3207,19;
9b741a3c-2cf8-ee11-a1fe-000d3a88fd4c;EQoIUAAMv1PREpvZeGrGSTEZfj0kggiv1BPz4Qes3tjHBqAY3q+r9BszS5M0JrX2sds30BfQyVTyyuOXXk1a0A==;01/11/2025 08:17;125;Maple Bear São Paulo - Morumbi Paineiras I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;30469108000199;Praça Lions Clube-Morumbi;Morumbi;05650010;São Paulo;SP;Sudeste;1196917977;Deborah.mello@maplebear.com.br;ED SOLUCOES EDUCACIONAIS LTDA;MAPLE BEAR CANADIAN SCHOOL MORUMBI PAINEIRAS;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;;3370,72;
53334b35-43f8-ee11-a1fe-000d3a88fd4c;J2Jd6S73Mk96FIZ4g/0r9SjCCZ4MkmZdoXaaiu4W1LFrwjEWc4AwNzRAcF+q6RJqf1ld9C+lV1WDZeZ3BguWqw==;01/11/2025 08:18;808;Maple Bear Boa Viagem;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;12588034000551;Rua Tenente João Cícero;Boa Viagem;51020190;Recife;PE;Nordeste;8134278859;CONTATO@REMCONSULT.COM.BR;ASSOCIACAO BRASIL-AMERICA PARA EDUCACAO E INTERCAMBIO CULTURAL;ESCOLA INTERNACIONAL ABA;Ativa;Concluído;🔴;;;Implantação;;;
90955f23-44f8-ee11-a1fe-000d3a88fd4c;7Qgm0nXXRejHHI2gBYbH3MrW2WJlu5u607W3UQxpduqjcBl/5yK32gyqcBTmSPo/KCPFZ1Wj864s5yG8R+7LLw==;01/11/2025 08:18;809;Maple Bear Bento Gonçalves;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;40171482000167;Alameda Fenavinho;Fenavinho;95703364;Bento Gonçalves;RS;Sul;5432256306;IVYSON@CONSTRUFARE.COM.BR;CANADIAN SCHOOL DE BENTO GONCALVES ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL LTDA;;Ativa;Agendado;🔴;;;Implantação;;;
991bf1aa-45f4-ef11-be20-000d3a9d8585;3USERKhKlrH74jNTAEL82iWUPa3UTZOSdyPB3cyAu2tPsn0Y5R3cBr2re1cyZpR462DLe4SZTK1zS36/dwVBzQ==;01/11/2025 08:18;869;Maple Bear São Paulo - Morumbi Paineiras II (Clube);RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;48708633000185;Avenida Doutor Alberto Penteado;Jardim Sílvia (Zona Oeste);05678000;São Paulo;SP;Sudeste;1137747276;FINANCEIRO.MORUMBI@MAPLEBEAR.COM.BR;GM SOLUCOES EDUCACIONAIS LTDA;MAPLE BEAR CANADIAN SCHOOL CLUBE PAINEIRAS DO MORUMBY;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;;3023,50;
915e09f3-6c5a-ef11-bfe2-000d3ac03d6c;hIF0pznMbENjuEx7EaIYtfhS8HEvnwxrv1WmGEMxHy19BDjiMRdhaX5h+4K8Bqvof0dRYUhvCIWH30E3enkmmw==;23/09/2025 21:58;860;Maple Bear Valinhos - Joapiranga II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;13190959000189;Alameda Itahim;Joapiranga;13278510;Valinhos;SP;Sudeste;1938713545;contato@maplebearvalinhos.com.br;N E E D NUCLEO ESPORTIVO EDUCACIONAL LTDA;MAPL E BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;;Avanço Year 11;Potente;;;
41dc5773-8bf3-ee11-a1fd-00224838374c;/7Y6JRyEIUroZ1S+wiI5hS38M6jqeMMNz2kpH/9HUJbtfoWKbdVinhXgaUFJtt0jVWjbQxtfOwUcObFn3hvB4g==;03/11/2025 14:11;23;Maple Bear Goiânia - Plateau D'Or;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;11436205000130;Rua Aurilândia;Residencial Alphaville Flamboyant;74884549;Goiânia;GO;Centro-Oeste;6236260768;monicasiqueira@maplebear.com.br;ESCOLA CANADENSE DE GOIANIA LTDA;GO GOIÂNIA - PLATEAU D'OR;Ativa;Concluído;🟢;;Não avança;Alta Performance;;1772,48;
6f77b563-94f3-ee11-a1fd-00224838374c;JV1rgxdzAbYcNHvf6gSd/gaBEGBBqIik3m+AE1jvYYn0VPBAZPtlN1QnbJmRGN7ZlC1927s1A35tL/5la0iyhg==;11/09/2025 12:43;672;Maple Bear Brasília - Sudoeste;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Escola Própria;47259678000157;Quadra Eqsw 303 304;Setor Sudoeste;70673350;Brasília;DF;Centro-Oeste;1639603944;LINHARES@SEBSA.COM.BR;ESCOLA MAPLE BEAR BRASILIA LTDA;ESCOLA MAPLE BEAR BRASILIA UNIDADE I;Ativa;Agendado;🔴;Year 9;Avanço Year 10;Desenvolvimento;;2464,00;
b7914439-96f3-ee11-a1fd-00224838374c;udxtdjMsxNuJ3vdNQFHIIzwXUxnhUAbsl7OoorFj8jJzoZ4+u5+S9bzNn6cViIee5ZvucUlmgzLxyA9l0DNlHw==;01/11/2025 08:18;796;Maple Bear Guarapuava;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;52596014000113;Avenida dos Lagos;Cidade dos Lagos;85051035;Guarapuava;PR;Sul;4299773506;JEANFELDE@UOL.COM.BR;Maple Bear Guarapuava;PR - GUARAPUAVA - CIDADE DOS LAGOS;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Implantação;;;
d7b22e93-98f3-ee11-a1fd-00224838374c;e6thjo+ma0ddCbD6pdezAmO9mwDiB3JJE6JILrRp1oR8ecrfomaGkQxbDzGN3PdXk8S2eV27PQjdnpN0M//K5Q==;01/11/2025 08:18;760;Maple Bear Niterói - Santa Rosa;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;31028034000207;Rua Doutor Sardinha;Santa Rosa;24240660;Niterói;RJ;Sudeste;2183205553;LEGAL@MATTACONTABIL.COM.BR;COLEGIO CANADENSE NITEROI LTDA;;Ativa;Concluído;🟢;;Não avança;Desenvolvimento;;;
563869aa-9df3-ee11-a1fd-00224838374c;ZqRGIDSRXC5zObMMcoQXMFE59rACvOF//Xgwm+VnA75BTAaRppE9tNy9NOhdYXpRPd02lGxjv+OeVcs83nCGLg==;01/11/2025 08:18;39;Maple Bear Cuiabá - Ribeirão Do Lipa;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;14480169000109;Rodovia Arquiteto Hélder Cândia;Ribeirão do Lipa;78048150;Cuiabá;MT;Centro-Oeste;6599981101;cuiaba@maplebear.com.br;INSTITUTO DE EDUCACAO DE ENSINO INFANTIL E FUNDAMENTAL LTDA;IEDUC;Ativa;Agendado;🔴;Year 9;Avanço Year 09;Alerta;;2075,00;
4491cf06-9ff3-ee11-a1fd-00224838374c;AyataI8+Og427AsvELtyQ219DRXx8tOuy26WyJbrR2FNjGZkTrtTBdNyRV8tl42rMfL9IXNOBOltdkUVDJ2eZA==;01/11/2025 08:18;725;Maple Bear Cuiabá - Jardim Itália;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;;51133286000114;Rua Roma;Jardim Itália;78060748;Cuiabá;MT;Centro-Oeste;6932161515;PORTOVELHO@MAPLEBEAR.COM.BR;HOLANDA SERVICOS DE EDUCACAO LTDA;MAPLE BEAR CUIABA - JARDIM ITALIA;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alta Performance;;2227,44;
23b9a880-e10e-ef11-9f89-002248dee67f;ZqCJxWummqoqaviLyFQT4riHGP4fxsH5WUoUbgU4fCXiZU3sDuMoXUCI1nPmWIWVHsiH7sjVigziXhDhTZG/Sw==;01/11/2025 08:18;842;Maple Bear Campo Grande - Chácara Cachoeira II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;52171947000169;Avenida Rodolfo José Pinho;Jardim Bela Vista;79003068;Campo Grande;MS;Centro-Oeste;1333856008;PROCESSOS@ATSOLUCOES.COM.BR;CENTRO MB DE ENSINO LTDA;;Ativa;Concluído;🟢;Year 8;Avanço Year 09;Potente;;;
473a3d42-4ef8-ee11-a1fe-002248df22f1;LzB36msk6epOji28Xfk7abZK0SK6f3mDd8phyf9K2VO9ChfLhshiF8t5YzFy+x1AOBtauRBZOzTnKkhtv3kepA==;10/07/2025 19:35;845;Maple Bear São Vicente;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;54750881000197;Avenida Manoel da Nóbrega;Itararé;11320200;São Vicente;SP;Sudeste;1332785900;secretaria@adefcontabilidade.com.br;ESCOLA MB DE SAO VICENTE LTDA;MAPLE BEAR DE SAO VICENTE;Ativa;Concluído;🔴;;;Implantação;;;
a05281b1-9cf3-ee11-a1fd-6045bd3b01f2;ubLSDpspHYeR8CwruMU2Xw4e4HgsKnSDtTnrAuJWIAyCLm9hKE5MIKY/MndAPPekCDxqmVgW1M7hm3MjYtenxA==;01/11/2025 08:18;763;Maple Bear Florianópolis Norte;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;41683683000106;Avenida Luiz Boiteux Piazza;CANASVIEIRAS;88056000;Florianópolis;SC;Sul;4888611646;FINANCEIRO.FLORIPAILHA@MAPLEBEAR.COM.BR;CENTRO DE EDUCACAO CANADENSE FLORIPA NORTE LTDA;MAPLE BEAR FLORIPA NORTE;Ativa;Concluído;🔴;SK;Avanço Year 01;Desenvolvimento;;3001,80;
d992d160-3771-ef11-a670-6045bd3c0a31;k8hkrgb1cDfZJfHrOAdVF3dT7eVPzp7ucwTW1Iy9onVtKt5kr9okxu4zLp8cECv3HvgCTdAptbDgdzkaT47sdw==;01/11/2025 08:18;862;Maple Bear Itu;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;17836649000220;Avenida Wolko Orni Yedlin;Jardim Paraíso II;13304360;Itu;SP;Sudeste;1145867606;SECRETARIA@MAPLEBEARJDI.COM.BR;ESCOLA BILINGUE JUNDIAI CANADA LTDA;MAPLE BEAR ITU;Ativa;Concluído;🟢;Year 1;Avanço Year 02;Desenvolvimento;;;
75242353-1871-ef11-a670-6045bd3c875b;q8AM6nsQxmjlGAkRunGXiImL4riiW1ZoFNhQn8d+BbpLQb+W+QkDbh49NkS6pXkI6GgVT8y5KBsLNIsuFC7k8A==;01/11/2025 08:18;861;Maple Bear Mogiana - Mogi Mirim - Mogi Guaçu;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;53303242000110;Rua Orlando Nora;Residencial do Bosque;13808362;Mogi Mirim;SP;Sudeste;1938154095;ATENDIMENTO@MAPLEBEARMOGIANA.COM.BR;ESCOLA CANADENSE DE MOGI MIRIM LTDA;MAPLE BEAR MOGIANA;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;;2168,72;
6dadba98-a34b-f011-877a-6045bda98ba1;ftSTVNUrz3iD3PsL4EH3oNAs92wVf4Pu1Nif/uzcMytpOuHBPZosFxzMnsWSOwdRBB/+dLNzX1G2gy0yqR321Q==;23/09/2025 23:17;874;Maple Bear São Paulo - Parque dos Príncipes I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;29163572000173;Avenida Padre Tiago Alberione;Parque dos Príncipes;05396070;São Paulo;SP;Sudeste;1137836220;parquedosprincipes@maplebear.com.br;CANADA PARQUE DOS PRINCIPES ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL LTDA;MAPLE BEAR PARQUE DOS PRINCIPES;Ativa;Agendado;🔴;;Não avança;Potente;;;
d5816828-b831-f011-8c4e-6045bda98ba1;6ilCEr4U7i/TShUZSCwT1inf9MOBNCQZr6f+dCVWQU2CcXlhv3HiNhfyS1jILdmgLstrKu95tPzWEbPLw0Fg4Q==;03/10/2025 19:29;870;Maple Bear Sinop - Recanto Suíço II;;Operando;Franquia;43670213000133;Rua Oslo;Residencial Recanto Suíço;78555627;Sinop;MT;Centro-Oeste;6699611529;sinop@maplebear.com.br;ESCOLA CANADENSE DE SINOP 2 LTDA;MAPLE BEAR SINOP;Ativa;;🔴;;;Alta Performance;;;
9b996f47-ab79-ef11-a671-6045bdd533aa;S412/VgMm0Nk/RkgCJgN71n6PdnY/NI8Br08zHO/a2iXHBcfknA5AC97Wsy7xr1dMuXPfUvP1yKnnkBt8B1Zfw==;01/11/2025 08:19;101;Maple Bear Piracicaba - Vila Rezende I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;24965593000199;Avenida Dona Francisca;Vila Rezende;13405259;Piracicaba;SP;Sudeste;1933718100;secretaria.piracicaba@maplebear.com.br;MB EDUCACAO LTDA;;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Potente;;;
3c0f380a-d879-f011-b4cb-6045bdf0ba61;f/J8+/aP3znEjMD1IfUnqAJKLOIhSHS9dgCxqQP4O8+1uSXydCVON7kr0zmfj3B8ET4rxzqyM6gu9eZY+Zq3aA==;01/11/2025 08:19;877;Maple Bear Rio de Janeiro - Freguesia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23110333000179;Estrada do Quitite;Jacarepaguá;22753790;Rio de Janeiro;RJ;Sudeste;2124257690;freguesia@maplebear.com.br;ESCOLA CANADENSE DA FREGUESIA LTDA;MAPLE BEAR;Ativa;;🔴;Year 7;Avanço Year 08;Potente;;;
39e994ec-655b-f011-bec1-6045bdf0ba61;usvC5oseZvR84G1pgkJKDk83zHj4SCgLyLIIVRRxJ+tXnPwa9HZME2R0VuQ93gNLTtUmGO9T6OKml5wI9X9QYA==;01/11/2025 08:19;875;Maple Bear Marabá - Belo Horizonte I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;55555235000131;Rua João Pessoas;Belo Horizonte;68503200;Marabá;PA;Norte;9430182223;JUNIORATENAS2011@GMAIL.COM;COLEGIO CANADENSE DE MARABA LTDA;COLEGIO MAPLE BEAR MARABA;Ativa;Agendado;🔴;;;Implantação;;;
7775b6be-8935-f011-8c4e-7c1e520a1212;Ugd4Up6DRHf4Aen0cbmX4MLdjrh9UNuL3zVsESTvzcbCqk5nu0EZ6p2QT2+27motl0QriwUUbz/hrpqoTu35hw==;23/09/2025 21:48;871;Maple Bear Catanduva - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;58565331000159;Rua Cuiabá;Centro;15800220;Catanduva;SP;Sudeste;1730412992;catanduva@maplebear.com.br;INSTITUTO DE ENSINO ARA CATANDUVA LTDA;;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Potente;;;
19b0d5c4-ddf2-ef11-be20-7c1e520a1212;bAFoCi1ijiJbIdj4UTQOPAf2ey1U9mkpvoIN1j1URx2tkQXLMZ+oNeOnenvTR3BF+Akv8pxR5SIMYq4AInIBow==;01/11/2025 08:19;867;Maple Bear Curitiba - Batel;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;39504794000166;Avenida Silva Jardim;Seminário;80240021;Curitiba;PR;Sudeste;1333577162;curitibamaplebear@gmail.com;INTELIGENCIA EDUCACIONAL PRAXIS LTDA;CENTRO EDUCACIONAL MAPLE BEAR CANADIAN SCHOOL BATEL;Ativa;Agendado;🔴;;;Desenvolvimento;;;
e6edc328-e379-ef11-a671-7c1e521a1969;LEsJrLSV87Zk8IVXQGwrTEuOgxykL4I4dR9vYceC63OoQ+eWrpANVtdsyhq3af8w9GZhOwJ30MKR7mOwFTSo+w==;30/06/2025 20:07;864;Maple Bear Vila Velha - Praia Da Costa I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Escola Própria;29376862000103;Rua Dom Jorge de Menezes;Praia da Costa;29101025;Vila Velha;ES;Sudeste;2730771009;vilavelha@maplebear.com.br;CANADIAN SCHOOL VILA VELHA LTDA;CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Desenvolvimento;;2749,00;
982199ac-e5f2-ef11-be20-7c1e521b69a1;sooQacMR3DTI0PZ1DCBwgLAccGQLCiEIhclRXF8ZmbTeCZj9RZoP3UuyiAo5Yd/BvkucNRN4v1urMi6uiRpFhQ==;01/11/2025 08:19;868;Maple Bear Rio das Ostras - Alphaville;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;58114512000169;Avenida Ásia;Alphaville;28898336;Rio das Ostras;RJ;Sudeste;2222194155;FINANCEIRO@MBRIODASOSTRAS.COM.BR;MBRO SERVICOS EDUCACIONAIS LTDA;MAPLE BEAR RIO DAS OSTRAS;Ativa;Agendado;🔴;SK;Avanço Year 02;Desenvolvimento;;2059,19;
e39e18ec-e767-f011-bec2-7c1e52593f34;XfbFK5BNu1J3MHLVLXuB5N5C+kyBMpZlW2wfS/zgT/z9/DbPdJdMKrWpTVs/aBF7IRvvWQdbE/edVBb/9UamKA==;25/07/2025 10:39;876;Maple Bear Campina Grande - Mirante I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;37258321000109;Rua Jovino Nepomuceno;Mirante;58407560;Campina Grande;PB;Nordeste;8330668829;campinagrande@maplebear.com.br;GLOBAL LEARN EDUCACAO INFANTIL BILINGUE LTDA;MAPLEBEAR;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;;;
73a20965-4787-f011-b4cb-7c1e525b4041;NDfKybDZfComSill5MygGytrILzy/F1wCL6Ik3vv/5+54+QnTkgGqazm0ZP2iWhDXBJAF63lasAvkK+cnaJovg==;17/10/2025 20:26;880;Maple Bear Guaruja - Pitangueiras II;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;31663914000247;Avenida Arthur Costa Filho;Pitangueiras;11410080;Guarujá;SP;Sudeste;1333716515;FINANCEIRO.GUARUJA@MAPLEBEAR.COM.BR;TALEX MB EDUCACAO INFANTIL LTDA;;Ativa;;🔴;;;Desenvolvimento;;;
2811ceb9-5319-f011-998a-000d3a185677;xPyABSgFJM0LDCQhzf/UOxug3t8duYf1OJ4QS5d3q/73KG8k6NPzPuH6q6eJmcCceZFPWotL5L0Q5B2xDwQlXw==;14/04/2025 17:42;;Maple Bear Sobral;;PCF;Franquia;;;;;;;Nordeste;8599988060;leonardochavesadv@gmail.com;;;;;🔴;;;;;;
56b83e7d-4620-f011-998a-000d3a185677;eyxSKn9LmV9lRS6m2OabEoU/mrGihXfgs0EiVuGg52c4biNqnOLH/9ypWlDGG8XLjEuzyI3cwByuLbTx9SVjBg==;23/04/2025 14:54;;Maple Bear Arujá;;PCF;Franquia;;;;;;;Sudeste;;richard@maplebearmogi.com.br;;;;;🔴;;;;;;
de122f80-5520-f011-998a-000d3a185677;RTt/O1Eih2cx0t9sBSACuSXqmR3mHwkujs0uQGZjk1IqOiaSfPDzw3SXqZnQbM/4BICYwmXpr7tmopc6zJMmYg==;23/04/2025 15:25;;Maple Bear Gurupi;;PCF;Franquia;;;;;;;Norte;;;;;;;🔴;;;;;;
5d3b61ca-bd2f-ef11-8e4f-000d3a8900ce;5UFBOlDeWNs3gyQ35fg1S2/d4mW/YuPsAueQeq5yJ6lhsPF1wKYoXKkhWrMfp4lTih60rytvBu2C2ASoPKI9VA==;31/03/2025 14:46;;Maple Bear Belo Horizonte - Pampulha;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;Year 4;;;;;
99b458dc-bd2f-ef11-8e4f-000d3a8900ce;5SoMcei8Dlsfi7QGmFM4Dgc2jB2q3CwAD4Cq1g0lwJ/hkUNVKFaI7MiP3dz4/Oy8KGNHzlt7ouUQ1ak8uUIA6Q==;31/03/2025 14:46;;Maple Bear Nova Lima - Vila dos Cristais;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Concluído;;;;;;;
fc95cc80-8a09-ef11-9f89-0022483683f9;DY/po9h6gHrzmK5S4aXKfWQYCf/FFwQHzjXKHbCEu1+eJASaJraBkPEfOkLmDiO5tYP7fiV3vLW/NV/S8obH7Q==;31/03/2025 14:46;;Maple Bear Salvador - Patamares;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Concluído;;;;;;;
4b2fbc2e-943f-ef11-a316-002248374ea3;E1yzWoOkWkdkOAc/cihMUZHsBo6RxJOBshoVsGAOCpXtSM7eB7abcwUfxD4jl7lzWrfwmT8DZA2+zZmK7jDzfg==;31/03/2025 14:46;;Maple Bear São Paulo - Jardim Marajoara;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
27734c19-d35b-ef11-bfe3-002248386754;h88bdKRV5l3Bb2Y+Vr0Tzmt8i4cODjTIPJ+iLmPtmzvt5h7amrT1N+Hy4UOe4KuYx2B5Gn424Kgc5D81tnB7Ew==;09/09/2025 17:16;;Maple Bear Marechal Deodoro AL;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;;🔴;;;;;;
313a3d42-4ef8-ee11-a1fe-002248df22f1;bE8lk7Cc51BEwqf3eRtuskXVvrT1b3N/hxGw45gIYLwzdtCA1wncQ4XqdYJGWErKTPKVW5Ev7KTQ5fwbPvFpig==;31/03/2025 14:46;;Maple Bear Eusébio;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Nordeste;;;;;;Agendado;;;;;;;
